schoolname,ncesid,ncesdistid_geo,distname,level,ppe,enroll,sesavgall,baplusavgall,unempavgall,snapavgall,locale,frpl,inc50avgall
Sunridge Middle School,4.10951E+11,4109510,Pendleton SD 16,Middle,10874.01244,760.8835424,-0.32320103,0.18888557,0.079414174,0.20185558,Town,0.57,49947
Washington Elementary School,4.10951E+11,4109510,Pendleton SD 16,Elementary,12489.01658,420.3844817,-0.32320103,0.18888557,0.079414174,0.20185558,Town,0.72,49947
Perrydale School,4.10953E+11,4109530,Perrydale SD 21,High,13773.99384,311.9670234,0.47958124,0.24334881,0.067780234,0.086661354,Rural,0.3,58717
Blodgett Elementary School,4.1096E+11,4109600,Philomath SD 17J,Elementary,14290.22523,32.17762594,0.84076011,0.38986444,0.044255711,0.11600897,Suburb,0.39,62781
Clemens Primary School,4.1096E+11,4109600,Philomath SD 17J,Early Ed,12144.59759,177.2147826,0.84076011,0.38986444,0.044255711,0.11600897,Suburb,0.43,62781
Kings Valley Charter School,4.1096E+11,4109600,Philomath SD 17J,High,4332.826721,199.2182907,0.84076011,0.38986444,0.044255711,0.11600897,Suburb,0.29,62781
Philomath Elementary School,4.1096E+11,4109600,Philomath SD 17J,Elementary,11960.42781,379.1441619,0.84076011,0.38986444,0.044255711,0.11600897,Suburb,0.41,62781
Philomath High School,4.1096E+11,4109600,Philomath SD 17J,High,14918.64873,472.1424863,0.84076011,0.38986444,0.044255711,0.11600897,Suburb,0.26,62781
Philomath Middle School,4.1096E+11,4109600,Philomath SD 17J,Middle,11389.18975,361.7489827,0.84076011,0.38986444,0.044255711,0.11600897,Suburb,0.37,62781
Armadillo Technical Institute,4.10963E+11,4109630,Phoenix-Talent SD 4,High,5301.096673,80.5026739,-0.19777364,0.27334714,0.081083961,0.17007412,Suburb,0.74,41066
Orchard Hill Elementary School,4.10963E+11,4109630,Phoenix-Talent SD 4,Elementary,11891.93099,417.3642788,-0.19777364,0.27334714,0.081083961,0.17007412,Suburb,0.942155296,41066
Phoenix Elementary School,4.10963E+11,4109630,Phoenix-Talent SD 4,Elementary,12190.89647,369.2733556,-0.19777364,0.27334714,0.081083961,0.17007412,Suburb,0.950985106,41066
Phoenix High School,4.10963E+11,4109630,Phoenix-Talent SD 4,High,14564.68315,632.5243633,-0.19777364,0.27334714,0.081083961,0.17007412,Suburb,0.8,41066
Talent Elementary School,4.10963E+11,4109630,Phoenix-Talent SD 4,Elementary,11663.05431,453.3354758,-0.19777364,0.27334714,0.081083961,0.17007412,Suburb,0.973953248,41066
Talent Middle School,4.10963E+11,4109630,Phoenix-Talent SD 4,Middle,11682.35132,588.9972395,-0.19777364,0.27334714,0.081083961,0.17007412,Suburb,0.89,41066
Pine Eagle Charter School,4.10972E+11,4109720,Pine Eagle SD 61,High,19408.08212,207.425395,-0.12613326,0.19233204,0.073489942,0.1217043,Rural,0.56,35248
Pleasant Hill Elementary School,4.10987E+11,4109870,Pleasant Hill SD 1,Elementary,11585.32658,436.8479604,0.3364673,0.2196285,0.070883259,0.11028725,Rural,0.43,57138
Pleasant Hill High School,4.10987E+11,4109870,Pleasant Hill SD 1,High,11969.58372,604.0668222,0.3364673,0.2196285,0.070883259,0.11028725,Rural,0.29,57138
Driftwood Elementary School,4.11002E+11,4110020,Port Orford-Langlois SD 2CJ,Middle,16940.29455,160.8959538,-0.42141199,0.23874885,0.076459303,0.18040858,Rural,0.74,36120
Pacific High School,4.11002E+11,4110020,Port Orford-Langlois SD 2CJ,High,30353.24957,54.56069364,-0.42141199,0.23874885,0.076459303,0.18040858,Rural,0.59,36120
Abernethy Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,15153.63393,521.7827681,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.11,59425
Ainsworth Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,14715.59136,630.1600588,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.1,59425
Alameda Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,14406.62633,732.8437185,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.05,59425
Alliance High School,4.11004E+11,4110040,Portland SD 1J,High,8582.582111,185.141717,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.988979981,59425
Arleta Elementary School,4.11004E+11,4110040,Portland SD 1J,Middle,15043.90805,487.1684499,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.45,59425
Astor Elementary School,4.11004E+11,4110040,Portland SD 1J,Middle,15640.62118,433.6267737,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.44,59425
Atkinson Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,14920.27343,415.3781004,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.3,59425
Beach Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,15321.40628,430.5330913,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.41,59425
Beaumont Middle School,4.11004E+11,4110040,Portland SD 1J,Middle,15434.31516,570.4827586,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.4,59425
Benson Polytechnic High School,4.11004E+11,4110040,Portland SD 1J,High,16713.89662,1004.067921,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.49,59425
Beverly Cleary School,4.11004E+11,4110040,Portland SD 1J,Middle,14790.51473,780.7313813,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.08,59425
Boise-Eliot Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,18890.00988,305.5523618,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.957653935,59425
Bridger Elementary School,4.11004E+11,4110040,Portland SD 1J,Middle,16694.17167,500.8559372,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.47,59425
Bridlemile Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,15185.68889,519.0136845,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.15,59425
Buckman Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,15104.74647,445.5182896,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.28,59425
Capitol Hill Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,15156.05243,440.8770922,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.22,59425
Cesar Chavez K-8 School,4.11004E+11,4110040,Portland SD 1J,Middle,16970.83053,545.8939509,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.955097409,59425
Chapman Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,15464.65252,483.6991139,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.33,59425
Chief Joseph Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,15237.496,355.3594501,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.37,59425
Cleveland High School,4.11004E+11,4110040,Portland SD 1J,High,15497.49688,1586.00997,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.2,59425
Creative Science School,4.11004E+11,4110040,Portland SD 1J,Middle,15179.03744,461.722323,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.3,59425
Creston Elementary School,4.11004E+11,4110040,Portland SD 1J,Middle,16782.85127,349.5363985,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.47,59425
da Vinci Middle School,4.11004E+11,4110040,Portland SD 1J,Middle,14927.53385,452.8874384,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.34,59425
Dr. Martin Luther King Jr. School,4.11004E+11,4110040,Portland SD 1J,Elementary,19520.0979,311.2827005,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.003745388,59425
Duniway Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,14802.61774,508.0932648,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.1,59425
Emerson School,4.11004E+11,4110040,Portland SD 1J,Elementary,8582.582111,139.0446874,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.003745388,59425
Faubion Elementary School,4.11004E+11,4110040,Portland SD 1J,Middle,16176.60943,681.0648596,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.74,59425
Forest Park Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,15699.93691,423.4194394,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.003745388,59425
Franklin High School,4.11004E+11,4110040,Portland SD 1J,High,15699.57532,1777.257123,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.44,59425
George Middle School,4.11004E+11,4110040,Portland SD 1J,Middle,16759.13163,415.5565661,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.954305384,59425
Glencoe Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,15203.47598,456.650736,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.17,59425
Grant High School,4.11004E+11,4110040,Portland SD 1J,High,15414.20605,1611.381003,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.15,59425
Gray Middle School,4.11004E+11,4110040,Portland SD 1J,Middle,14584.92453,535.8275862,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.18,59425
Grout Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,16106.38522,387.8816266,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.57,59425
Harriet Tubman Middle School,4.11004E+11,4110040,Portland SD 1J,Middle,15493.93658,481.5854484,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.57,59425
Harrison Park School,4.11004E+11,4110040,Portland SD 1J,Middle,15739.65334,661.3397543,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.948187851,59425
Hayhurst Elementary School,4.11004E+11,4110040,Portland SD 1J,Middle,14606.25859,628.8781004,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.2,59425
Hosford Middle School,4.11004E+11,4110040,Portland SD 1J,Middle,14408.24716,590.158289,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.33,59425
Irvington Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,16532.66216,335.690361,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.3,59425
Jackson Middle School,4.11004E+11,4110040,Portland SD 1J,Middle,14222.67661,743.5772578,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.21,59425
James John Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,16848.54781,352.2739479,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.68,59425
Jefferson High School,4.11004E+11,4110040,Portland SD 1J,High,18457.52434,633.6643123,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.59,59425
Kairos PDX,4.11004E+11,4110040,Portland SD 1J,Elementary,8582.582111,170.0111773,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.39,59425
Kelly Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,17176.96356,490.7389538,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.75,59425
Lane Middle School,4.11004E+11,4110040,Portland SD 1J,Middle,16612.75284,430.75,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.81,59425
Laurelhurst Elementary School,4.11004E+11,4110040,Portland SD 1J,Middle,14979.87604,691.343416,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.1,59425
Le Monde French Immersion Public Charter School,4.11004E+11,4110040,Portland SD 1J,Middle,8582.582111,333.2581509,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.08,59425
Lee Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,18615.60995,267.8651084,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.65,59425
Lent Elementary School,4.11004E+11,4110040,Portland SD 1J,Middle,17322.84032,502.8292498,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.957448658,59425
Lewis Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,14985.76551,394.1043557,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.27,59425
Lincoln High School,4.11004E+11,4110040,Portland SD 1J,High,15397.45766,1662.185641,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.11,59425
Llewellyn Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,14555.1705,489.140855,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.16,59425
Madison High School,4.11004E+11,4110040,Portland SD 1J,High,16457.88003,1096.0676,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.61,59425
Maplewood Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,14993.66442,380.469966,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.19,59425
Markham Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,15298.72253,438.6132443,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.46,59425
Marysville Elementary School,4.11004E+11,4110040,Portland SD 1J,Middle,17108.22262,382.480238,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.73,59425
Metropolitan Learning Center,4.11004E+11,4110040,Portland SD 1J,High,16574.36635,394.4242219,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.22,59425
Mt Tabor Middle School,4.11004E+11,4110040,Portland SD 1J,Middle,14508.35308,737.2442529,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.19,59425
Ockley Green Middle School,4.11004E+11,4110040,Portland SD 1J,Middle,15927.74313,504.170938,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.59,59425
Opal School of the Portland Children's Museum,4.11004E+11,4110040,Portland SD 1J,Elementary,8582.582111,88.00588235,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.003745388,59425
Peninsula Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,16678.82135,262.5924008,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.56,59425
Portland Arthur Academy Charter School,4.11004E+11,4110040,Portland SD 1J,Elementary,8582.582111,168.6308806,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.27,59425
Portland Village School,4.11004E+11,4110040,Portland SD 1J,Middle,8582.582111,383.8623962,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.19,59425
Richmond Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,14470.77201,633.0667473,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.08,59425
Rieke Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,15533.75409,378.8062684,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.11,59425
Rigler Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,17999.84085,307.0503126,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.954745098,59425
Roosevelt High School,4.11004E+11,4110040,Portland SD 1J,High,16251.42159,977.1620415,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.66,59425
Rosa Parks Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,17450.77472,278.8648375,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.996432033,59425
Rose City Park,4.11004E+11,4110040,Portland SD 1J,Elementary,8582.582111,534.2759629,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.38,59425
Roseway Heights School,4.11004E+11,4110040,Portland SD 1J,Middle,15221.03517,577.249711,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.64,59425
Sabin Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,14873.13368,449.2431512,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.27,59425
Scott Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,16365.39754,447.3580569,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.961770495,59425
Sellwood Middle School,4.11004E+11,4110040,Portland SD 1J,Middle,14122.69285,601.7442529,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.15,59425
Sitton Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,17352.27419,363.8668362,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.996751681,59425
Skyline Elementary School,4.11004E+11,4110040,Portland SD 1J,Middle,16142.96412,267.4997134,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.18,59425
Stephenson Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,15470.83998,349.0396722,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.1,59425
Sunnyside Environmental School,4.11004E+11,4110040,Portland SD 1J,Middle,14933.99415,578.6326376,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.28,59425
Vernon Elementary School,4.11004E+11,4110040,Portland SD 1J,Middle,15755.35594,548.2898825,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.39,59425
Vestal Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,17644.99414,267.0320629,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.62,59425
West Sylvan Middle School,4.11004E+11,4110040,Portland SD 1J,Middle,14326.19408,825.884044,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.09,59425
Whitman Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,18614.24502,235.9104658,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.81,59425
Wilson High School,4.11004E+11,4110040,Portland SD 1J,High,15760.95448,1493.73465,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.19,59425
Winterhaven School,4.11004E+11,4110040,Portland SD 1J,Middle,15471.48268,317.0804598,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.16,59425
Woodlawn Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,17527.32257,331.3995765,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.69,59425
Woodmere Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,17272.65043,296.4316302,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.969458857,59425
Woodstock Elementary School,4.11004E+11,4110040,Portland SD 1J,Elementary,15126.00364,547.4079082,0.55083579,0.51310027,0.064157471,0.12566569,Urban,0.34,59425
Powers Elementary School,4.11008E+11,4110080,Powers SD 31,Elementary,16545.33371,67.47383721,-0.8463757,0.075453006,0.073596723,0.19117977,Rural,0.97786605,34452
Powers High School,4.11008E+11,4110080,Powers SD 31,High,37677.21191,38.12941176,-0.8463757,0.075453006,0.073596723,0.19117977,Rural,0.946115833,34452
Prairie City School,4.11011E+11,4110110,Prairie City SD 4,High,22067.45778,152.8104575,0.23372385,0.19122413,0.060780495,0.10504177,Rural,0.54,43158
Prospect Charter School,4.1102E+11,4110200,Prospect SD 59,High,17853.45906,221.6849512,-0.51679927,0.16371706,0.073663861,0.18646157,Rural,0.999253281,38538
Hudson Park Elementary School,4.10327E+11,4103265,Rainier SD 13,Elementary,16256.97368,435.0404025,-0.21748789,0.1411387,0.099708393,0.14114548,Suburb,0.54,53633
North Columbia Academy,4.10327E+11,4103265,Rainier SD 13,High,16077.50264,43.67669854,-0.21748789,0.1411387,0.099708393,0.14114548,Suburb,0.5,53633
Rainier Jr/Sr High School,4.10327E+11,4103265,Rainier SD 13,High,17379.77671,413.4207317,-0.21748789,0.1411387,0.099708393,0.14114548,Suburb,0.45,53633
Elton Gregory Middle School,4.11035E+11,4110350,Redmond SD 2J,Middle,13032.72002,680.9377288,0.2721208,0.2115085,0.077125877,0.13519,Town,0.46,55707
John Tuck Elementary School,4.11035E+11,4110350,Redmond SD 2J,Elementary,15029.27363,391.3873143,0.2721208,0.2115085,0.077125877,0.13519,Town,0.47,55707
M A Lynch Elementary School,4.11035E+11,4110350,Redmond SD 2J,Elementary,16118.65787,333.1181108,0.2721208,0.2115085,0.077125877,0.13519,Town,0.954603346,55707
Obsidian Middle School,4.11035E+11,4110350,Redmond SD 2J,Middle,13919.59033,599.3027979,0.2721208,0.2115085,0.077125877,0.13519,Town,0.53,55707
Redmond Early Learning Center at Hugh Hartman,4.11035E+11,4110350,Redmond SD 2J,Early Ed,5942.488878,376.3198664,0.2721208,0.2115085,0.077125877,0.13519,Town,0.55,55707
Redmond High School,4.11035E+11,4110350,Redmond SD 2J,High,15042.0947,949.8956799,0.2721208,0.2115085,0.077125877,0.13519,Town,0.44,55707
Redmond Proficiency Academy,4.11035E+11,4110350,Redmond SD 2J,High,6436.738693,872.8543681,0.2721208,0.2115085,0.077125877,0.13519,Town,0.4,55707
