schoolname,ncesid,ncesdistid_geo,distname,level,ppe,enroll,sesavgall,baplusavgall,unempavgall,snapavgall,locale,frpl,inc50avgall
Hartley Elementary School,4.11052E+11,4110520,Reynolds SD 7,Elementary,13727.89694,460.1620465,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.981569245,47711
Hauton B Lee Middle School,4.11052E+11,4110520,Reynolds SD 7,Middle,13520.66925,732.8470193,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.94504032,47711
Margaret Scott Elementary School,4.11052E+11,4110520,Reynolds SD 7,Elementary,13692.71222,407.3395932,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.968600259,47711
Multnomah Learning Academy,4.11052E+11,4110520,Reynolds SD 7,Middle,4459.048746,537.8048675,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.39,47711
Reynolds Arthur Academy,4.11052E+11,4110520,Reynolds SD 7,Elementary,6599.525211,197.9379697,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.35,47711
Reynolds High School,4.11052E+11,4110520,Reynolds SD 7,High,13129.25369,2421.418746,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.62,47711
Reynolds Learning Academy,4.11052E+11,4110520,Reynolds SD 7,High,25719.07909,188.6585482,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.954750694,47711
Reynolds Middle School,4.11052E+11,4110520,Reynolds SD 7,Middle,13413.00093,957.358082,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.960773805,47711
Rockwood Preparatory Academy,4.11052E+11,4110520,Reynolds SD 7,Middle,4383.716032,334.9131805,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.59,47711
Salish Ponds Elementary School,4.11052E+11,4110520,Reynolds SD 7,Elementary,14753.07636,437.6463396,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.957525471,47711
Sweetbriar Elementary School,4.11052E+11,4110520,Reynolds SD 7,Elementary,13611.39702,340.5481524,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.5,47711
Troutdale Elementary School,4.11052E+11,4110520,Reynolds SD 7,Elementary,13700.22682,438.7259989,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.62,47711
Walt Morey Middle School,4.11052E+11,4110520,Reynolds SD 7,Middle,13510.28524,601.0521322,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.6,47711
Wilkes Elementary School,4.11052E+11,4110520,Reynolds SD 7,Elementary,14461.8652,491.0547121,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.979938096,47711
Woodland Elementary,4.11052E+11,4110520,Reynolds SD 7,Elementary,15038.21472,459.0871654,-0.58497494,0.18547399,0.081897326,0.20902139,Suburb,0.68,47711
Riddle Elementary School,4.11053E+11,4110530,Riddle SD 70,Elementary,12313.33459,230.9880989,-0.42884174,0.084232032,0.075858675,0.18003939,Town,0.74,44883
Riddle High School,4.11053E+11,4110530,Riddle SD 70,High,17546.42027,158.6677424,-0.42884174,0.084232032,0.075858675,0.18003939,Town,0.67,44883
Riverdale Grade School,4.11056E+11,4110560,Riverdale SD 51J,Middle,17206.26679,398.0301205,1.7129294,0.6711095,0.066337921,0.053224754,Suburb,0.000593784,114467
Riverdale High School,4.11056E+11,4110560,Riverdale SD 51J,High,14665.89417,225.3477011,1.7129294,0.6711095,0.066337921,0.053224754,Suburb,0.000593784,114467
Rivers Edge Academy Charter School,4.11068E+11,4110680,Rogue River SD 35,High,5464.08367,182.8265742,-0.10010339,0.18369611,0.081907399,0.14625522,Suburb,0.54,45729
Rogue River Elementary School,4.11068E+11,4110680,Rogue River SD 35,Elementary,12134.34062,461.5386834,-0.10010339,0.18369611,0.081907399,0.14625522,Suburb,0.73,45729
Rogue River Junior/Senior High,4.11068E+11,4110680,Rogue River SD 35,High,14899.00041,348.8622581,-0.10010339,0.18369611,0.081907399,0.14625522,Suburb,0.66,45729
South Valley Academy,4.11068E+11,4110680,Rogue River SD 35,High,15353.49541,31.3698861,-0.10010339,0.18369611,0.081907399,0.14625522,Suburb,0.7,45729
Auburn Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,12657.44629,679.7140534,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.985756084,50569
Battle Creek Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,12719.33509,634.5269291,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.42,50569
Brush College Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,16297.66758,280.9973016,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.37,50569
Bush Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,16005.4269,310.9807792,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.958509906,50569
Candalaria Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13443.19858,335.8449767,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.27,50569
Cesar E Chavez Elementary,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,12565.12936,581.4412656,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.005404706,50569
Chapman Hill Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,14463.23999,388.5333962,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.41,50569
Claggett Creek Middle School,4.11082E+11,4110820,Salem-Keizer SD 24J,Middle,12405.48523,981.2070435,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.941468103,50569
Clear Lake Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13007.6631,401.9768596,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.38,50569
Crossler Middle School,4.11082E+11,4110820,Salem-Keizer SD 24J,Middle,12446.47468,851.9620128,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.38,50569
Cummings Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13804.82739,416.772529,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.59,50569
Early College High School,4.11082E+11,4110820,Salem-Keizer SD 24J,High,25156.48644,195.8339461,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.69,50569
Englewood Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,14860.44941,351.8794603,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.982339471,50569
Eyre Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13767.75324,541.3246851,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.95337836,50569
Forest Ridge Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,16611.36361,238.5875446,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.39,50569
Four Corners Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,15315.54624,489.5037935,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.979644458,50569
Grant Community School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,14115.81501,408.9748591,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.96252769,50569
Gubser Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13108.58068,553.5855884,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.49,50569
Hallman Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13575.79685,411.6095217,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.995391482,50569
Hammond Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13133.12778,486.8783914,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.983899514,50569
Harritt Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13022.53873,509.3138457,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.63,50569
Hayesville Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13998.36916,439.9783085,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.966069197,50569
Highland Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,15348.89895,375.4861111,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.986243196,50569
Hoover Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13729.11714,428.2683891,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.949762684,50569
Houck Middle School,4.11082E+11,4110820,Salem-Keizer SD 24J,Middle,12568.9033,1023.881692,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.973131866,50569
Howard Street Charter,4.11082E+11,4110820,Salem-Keizer SD 24J,Middle,8191.441803,174.1381747,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.15,50569
Jane Goodall Environmental Middle Charter School,4.11082E+11,4110820,Salem-Keizer SD 24J,Middle,12386.80897,97.33456607,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.19,50569
Judson Middle School,4.11082E+11,4110820,Salem-Keizer SD 24J,Middle,11927.74415,984.0345993,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.45,50569
Kalapuya Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13316.41554,571.8252099,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.32,50569
Keizer Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,12864.86355,716.6956517,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.95690492,50569
Kennedy Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,15418.65925,410.3289732,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.98484448,50569
Lamb Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,14711.30277,465.1952808,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.981781985,50569
Lee Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,17404.90352,295.6217565,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.58,50569
Leslie Middle School,4.11082E+11,4110820,Salem-Keizer SD 24J,Middle,13115.48873,763.5263125,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.6,50569
Liberty Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,14380.37538,373.978497,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.56,50569
McKay High School,4.11082E+11,4110820,Salem-Keizer SD 24J,High,12761.34476,2311.160462,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.994616788,50569
McKinley Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,14154.45926,331.0748032,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.44,50569
McNary High School,4.11082E+11,4110820,Salem-Keizer SD 24J,High,13063.29666,1948.268248,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.52,50569
Miller Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,12436.23805,417.3507916,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.972045083,50569
Morningside Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,14069.70607,365.1427515,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.54,50569
Myers Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,12719.57948,550.3055788,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.42,50569
North Salem High School,4.11082E+11,4110820,Salem-Keizer SD 24J,High,13760.26645,1749.923655,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.964227888,50569
Optimum Learning Environment Charter School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,12585.34748,129.5688623,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.25,50569
Parrish Middle School,4.11082E+11,4110820,Salem-Keizer SD 24J,Middle,13668.65901,702.580834,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.995943435,50569
Pringle Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,12902.95683,666.80465,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.45,50569
Richmond Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,17219.9097,312.7891678,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.952165431,50569
Roberts High School,4.11082E+11,4110820,Salem-Keizer SD 24J,High,21646.29199,450.5220341,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.959227318,50569
Salem Heights Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,15110.45626,313.2356838,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.52,50569
Schirle Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13331.94533,500.0161529,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.38,50569
Scott Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,14543.75993,546.7514282,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.979732969,50569
South Salem High School,4.11082E+11,4110820,Salem-Keizer SD 24J,High,13550.72126,1838.540995,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.45,50569
Sprague High School,4.11082E+11,4110820,Salem-Keizer SD 24J,High,13402.04387,1645.476011,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.35,50569
Stephens Middle School,4.11082E+11,4110820,Salem-Keizer SD 24J,Middle,12615.36229,1110.006868,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.953354526,50569
Straub Middle School,4.11082E+11,4110820,Salem-Keizer SD 24J,Middle,13018.82039,660.160754,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.31,50569
Sumpter Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,12500.80131,536.5838693,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.27,50569
Swegle Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13653.83291,532.7075479,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.995996616,50569
Valley Inquiry Charter School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,11562.25864,166.1950174,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.44,50569
Waldo Middle School,4.11082E+11,4110820,Salem-Keizer SD 24J,Middle,13101.29022,1034.667829,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.972487227,50569
Walker Middle School,4.11082E+11,4110820,Salem-Keizer SD 24J,Middle,12880.88536,679.0823756,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.48,50569
Washington Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,14284.82559,389.2230724,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.967683113,50569
Weddle Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13586.98231,431.6551896,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.99577028,50569
West Salem High School,4.11082E+11,4110820,Salem-Keizer SD 24J,High,13915.23366,1655.553981,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.33,50569
Whiteaker Middle School,4.11082E+11,4110820,Salem-Keizer SD 24J,Middle,13583.92405,790.2764349,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.44,50569
Wright Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13031.7621,411.0952909,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.59,50569
Yoshikai Elementary School,4.11082E+11,4110820,Salem-Keizer SD 24J,Elementary,13074.75552,555.0216973,-0.15580016,0.24607129,0.077915631,0.17472394,Urban,0.969748802,50569
Santiam Elementary School,4.1081E+11,4108100,Santiam Canyon SD 129J,Elementary,10617.93812,311.3153365,-0.079891093,0.1337294,0.071177356,0.16452064,Rural,0.52,45357
Santiam Junior/Senior High School,4.1081E+11,4108100,Santiam Canyon SD 129J,High,13459.36449,263.4401224,-0.079891093,0.1337294,0.071177356,0.16452064,Rural,0.49,45357
Grant Watts Elementary School,4.11098E+11,4110980,Scappoose SD 1J,Elementary,10427.86506,374.6248489,0.58263987,0.23713067,0.074870937,0.098443426,Town,0.32,67292
Otto Petersen Elementary School,4.11098E+11,4110980,Scappoose SD 1J,Elementary,9674.96941,498.7451277,0.58263987,0.23713067,0.074870937,0.098443426,Town,0.29,67292
Sauvie Island School,4.11098E+11,4110980,Scappoose SD 1J,Middle,5017.615241,212.7896235,0.58263987,0.23713067,0.074870937,0.098443426,Town,0.16,67292
Scappoose High School,4.11098E+11,4110980,Scappoose SD 1J,High,12539.0715,716.9870908,0.58263987,0.23713067,0.074870937,0.098443426,Town,0.24,67292
Scappoose Middle School,4.11098E+11,4110980,Scappoose SD 1J,Middle,11447.28716,312.0037542,0.58263987,0.23713067,0.074870937,0.098443426,Town,0.27,67292
South Columbia Family School,4.11098E+11,4110980,Scappoose SD 1J,Middle,4055.280205,69.13559322,0.58263987,0.23713067,0.074870937,0.098443426,Town,0.002755434,67292
Warren Elementary School,4.11098E+11,4110980,Scappoose SD 1J,Elementary,11220.44731,187.3401626,0.58263987,0.23713067,0.074870937,0.098443426,Town,0.29,67292
Centennial Elementary School,4.11104E+11,4111040,Scio SD 95,Elementary,10404.04584,317.5202312,0.58146071,0.17898676,0.052911714,0.077566572,Rural,0.47,54339
Lourdes School,4.11104E+11,4111040,Scio SD 95,Middle,5104.891487,47.80116959,0.58146071,0.17898676,0.052911714,0.077566572,Rural,0.003565742,54339
Oregon Virtual Education,4.11104E+11,4111040,Scio SD 95,High,4891.432066,31.18083333,0.58146071,0.17898676,0.052911714,0.077566572,Rural,0.003565742,54339
Scio High School,4.11104E+11,4111040,Scio SD 95,High,15029.06525,230.8218159,0.58146071,0.17898676,0.052911714,0.077566572,Rural,0.39,54339
Scio Middle School,4.11104E+11,4111040,Scio SD 95,Middle,12030.19859,150.6950124,0.58146071,0.17898676,0.052911714,0.077566572,Rural,0.43,54339
Broadway Middle School,4.1111E+11,4111100,Seaside SD 10,Middle,11753.83459,390.8071477,0.08182583,0.25189731,0.047444675,0.14381188,Town,0.51,44087
Gearhart Elementary School,4.1111E+11,4111100,Seaside SD 10,Elementary,12486.0277,300.6763006,0.08182583,0.25189731,0.047444675,0.14381188,Town,0.949909717,44087
Seaside Heights Elementary School,4.1111E+11,4111100,Seaside SD 10,Elementary,13376.79017,440.6300578,0.08182583,0.25189731,0.047444675,0.14381188,Town,0.986783635,44087
Seaside High School,4.1111E+11,4111100,Seaside SD 10,High,15427.5386,460.3960199,0.08182583,0.25189731,0.047444675,0.14381188,Town,0.41,44087
The Cannon Beach Academy,4.1111E+11,4111100,Seaside SD 10,Elementary,3658.654891,32.21387283,0.08182583,0.25189731,0.047444675,0.14381188,Town,0.005051694,44087
Faulconer-Chapman School,4.11122E+11,4111220,Sheridan SD 48J,Middle,13245.40395,471.442883,-0.17740002,0.10458942,0.064798087,0.17982912,Town,0.991967786,48663
Sheridan AllPrep Academy,4.11122E+11,4111220,Sheridan SD 48J,High,3744.921727,141.241879,-0.17740002,0.10458942,0.064798087,0.17982912,Town,0.16,48663
Sheridan High School,4.11122E+11,4111220,Sheridan SD 48J,High,14272.3276,238.9690433,-0.17740002,0.10458942,0.064798087,0.17982912,Town,0.984939067,48663
Sheridan Japanese School,4.11122E+11,4111220,Sheridan SD 48J,High,3744.921727,87.50480352,-0.17740002,0.10458942,0.064798087,0.17982912,Town,0.36,48663
Sherman County School,4.11125E+11,4111250,Sherman County SD,High,16902.8872,265.5905537,-0.088326529,0.17656642,0.064968072,0.12169965,Rural,0.52,41186
Archer Glen Elementary School,4.11129E+11,4111290,Sherwood SD 88J,Elementary,11092.30545,582.152337,1.5403756,0.42693624,0.04424452,0.033090834,Suburb,0.1,92864
Edy Ridge Elementary School,4.11129E+11,4111290,Sherwood SD 88J,Elementary,10784.35204,583.1597633,1.5403756,0.42693624,0.04424452,0.033090834,Suburb,0.14,92864
J Clyde Hopkins Elementary School,4.11129E+11,4111290,Sherwood SD 88J,Elementary,12705.78767,462.87249,1.5403756,0.42693624,0.04424452,0.033090834,Suburb,0.3,92864
Laurel Ridge Middle School,4.11129E+11,4111290,Sherwood SD 88J,Middle,10675.9452,517.0105248,1.5403756,0.42693624,0.04424452,0.033090834,Suburb,0.11,92864
Middleton Elementary School,4.11129E+11,4111290,Sherwood SD 88J,Elementary,11194.42386,589.2840237,1.5403756,0.42693624,0.04424452,0.033090834,Suburb,0.07,92864
Sherwood Charter School,4.11129E+11,4111290,Sherwood SD 88J,Middle,3600.802211,210.2386364,1.5403756,0.42693624,0.04424452,0.033090834,Suburb,0.07,92864
Sherwood High School,4.11129E+11,4111290,Sherwood SD 88J,High,11808.30409,1663.661362,1.5403756,0.42693624,0.04424452,0.033090834,Suburb,0.13,92864
Sherwood Middle School,4.11129E+11,4111290,Sherwood SD 88J,Middle,10899.10461,700.6951312,1.5403756,0.42693624,0.04424452,0.033090834,Suburb,0.18,92864
Bethany Charter School,4.11145E+11,4111450,Silver Falls SD 4J,Middle,11882.83164,136.5903164,0.52499831,0.23284718,0.065122746,0.10606359,Town,0.19,62220
Butte Creek Elementary School,4.11145E+11,4111450,Silver Falls SD 4J,Middle,13283.12944,298.5968756,0.52499831,0.23284718,0.065122746,0.10606359,Town,0.42,62220
Central Howell Elementary School,4.11145E+11,4111450,Silver Falls SD 4J,Middle,11230.73177,182.8202684,0.52499831,0.23284718,0.065122746,0.10606359,Town,0.11,62220
Evergreen Elementary School,4.11145E+11,4111450,Silver Falls SD 4J,Middle,11737.16424,85.68329076,0.52499831,0.23284718,0.065122746,0.10606359,Town,0.003419115,62220
Mark Twain Elementary,4.11145E+11,4111450,Silver Falls SD 4J,Elementary,13271.74931,331.0497782,0.52499831,0.23284718,0.065122746,0.10606359,Town,0.43,62220
Pratum Elementary School,4.11145E+11,4111450,Silver Falls SD 4J,Middle,13153.95482,74.47398844,0.52499831,0.23284718,0.065122746,0.10606359,Town,0.15,62220
Robert Frost Elementary School,4.11145E+11,4111450,Silver Falls SD 4J,Elementary,11128.65398,423.516884,0.52499831,0.23284718,0.065122746,0.10606359,Town,0.44,62220
Scotts Mills Elementary School,4.11145E+11,4111450,Silver Falls SD 4J,Middle,13456.92325,153.0434723,0.52499831,0.23284718,0.065122746,0.10606359,Town,0.3,62220
Silver Crest Elementary School,4.11145E+11,4111450,Silver Falls SD 4J,Middle,13565.19794,137.1438528,0.52499831,0.23284718,0.065122746,0.10606359,Town,0.24,62220
Silverton High School,4.11145E+11,4111450,Silver Falls SD 4J,High,12715.57599,1303.175053,0.52499831,0.23284718,0.065122746,0.10606359,Town,0.27,62220
Silverton Middle School,4.11145E+11,4111450,Silver Falls SD 4J,Middle,11984.77005,463.471439,0.52499831,0.23284718,0.065122746,0.10606359,Town,0.38,62220
The Community Roots School,4.11145E+11,4111450,Silver Falls SD 4J,Middle,12681.72933,128.0621747,0.52499831,0.23284718,0.065122746,0.10606359,Town,0.24,62220
Victor Point Elementary School,4.11145E+11,4111450,Silver Falls SD 4J,Middle,12122.98581,221,0.52499831,0.23284718,0.065122746,0.10606359,Town,0.18,62220
Sisters Elementary School,4.11149E+11,4111490,Sisters SD 6,Elementary,13944.53477,312.0632126,1.0555578,0.37578794,0.051449064,0.072634302,Rural,0.34,63920
Sisters High School,4.11149E+11,4111490,Sisters SD 6,High,14933.47828,441.9833519,1.0555578,0.37578794,0.051449064,0.072634302,Rural,0.18,63920
Sisters Middle School,4.11149E+11,4111490,Sisters SD 6,Middle,14063.70396,323.3556712,1.0555578,0.37578794,0.051449064,0.072634302,Rural,0.22,63920
Siuslaw Elementary School,4.1051E+11,4105100,Siuslaw SD 97J,Elementary,12985.16081,594.5894602,0.10205607,0.22092018,0.069094338,0.11613879,Town,0.66,39486
Siuslaw High School,4.1051E+11,4105100,Siuslaw SD 97J,High,16634.25205,384.7684558,0.10205607,0.22092018,0.069094338,0.11613879,Town,0.62,39486
Siuslaw Middle School,4.1051E+11,4105100,Siuslaw SD 97J,Middle,13839.97014,335.429629,0.10205607,0.22092018,0.069094338,0.11613879,Town,0.64,39486
Academy for Character Education,4.11158E+11,4111580,South Lane SD 45J3,High,9377.076195,147.6814457,-0.48481244,0.1661132,0.087289371,0.21605335,Town,0.16,45606
Al Kennedy High School,4.11158E+11,4111580,South Lane SD 45J3,High,16012.70417,78.41266,-0.48481244,0.1661132,0.087289371,0.21605335,Town,0.966719462,45606
Bohemia Elementary School,4.11158E+11,4111580,South Lane SD 45J3,Elementary,14705.29286,464.2874086,-0.48481244,0.1661132,0.087289371,0.21605335,Town,0.69,45606
Childs Way Charter School,4.11158E+11,4111580,South Lane SD 45J3,High,9377.076195,54.29025196,-0.48481244,0.1661132,0.087289371,0.21605335,Town,0.44,45606
Cottage Grove High School,4.11158E+11,4111580,South Lane SD 45J3,High,15140.03508,747.4922111,-0.48481244,0.1661132,0.087289371,0.21605335,Town,0.55,45606
Dorena School,4.11158E+11,4111580,South Lane SD 45J3,Middle,17324.77019,76.97226524,-0.48481244,0.1661132,0.087289371,0.21605335,Town,0.940404189,45606
Harrison Elementary School,4.11158E+11,4111580,South Lane SD 45J3,Elementary,14223.92499,441.7598424,-0.48481244,0.1661132,0.087289371,0.21605335,Town,0.58,45606
Lincoln Middle School,4.11158E+11,4111580,South Lane SD 45J3,Middle,13572.44671,577.8434356,-0.48481244,0.1661132,0.087289371,0.21605335,Town,0.57,45606
London School,4.11158E+11,4111580,South Lane SD 45J3,Middle,15300.73277,85.73714286,-0.48481244,0.1661132,0.087289371,0.21605335,Town,0.74,45606
Canyonville School,4.11161E+11,4111610,South Umpqua SD 19,Middle,12648.51386,208.5217136,-0.62630469,0.086106136,0.093533322,0.19791289,Town,0.69,39058
Coffenberry Middle School,4.11161E+11,4111610,South Umpqua SD 19,Middle,12012.02342,296.2095093,-0.62630469,0.086106136,0.093533322,0.19791289,Town,0.53,39058
Myrtle Creek Elementary School,4.11161E+11,4111610,South Umpqua SD 19,Elementary,12263.00781,319.5820959,-0.62630469,0.086106136,0.093533322,0.19791289,Town,0.66,39058
South Umpqua High School,4.11161E+11,4111610,South Umpqua SD 19,High,14258.58886,371.9905149,-0.62630469,0.086106136,0.093533322,0.19791289,Town,0.29,39058
Tri City Elementary School,4.11161E+11,4111610,South Umpqua SD 19,Elementary,11622.64367,294.7381334,-0.62630469,0.086106136,0.093533322,0.19791289,Town,0.66,39058
Maupin Elementary School,4.10002E+11,4100021,South Wasco County SD 1,Elementary,15457.30331,131.5083298,0.029633429,0.14328623,0.053719249,0.14015955,Rural,0.940811484,41444
South Wasco County High School,4.10002E+11,4100021,South Wasco County SD 1,High,23953.81551,107.5060074,0.029633429,0.14328623,0.053719249,0.14015955,Rural,0.951116373,41444
Academy of Arts and Academics,4.11167E+11,4111670,Springfield SD 19,High,6074.926143,249.2181688,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.43,44011
Agnes Stewart Middle School,4.11167E+11,4111670,Springfield SD 19,Middle,14772.47172,585.0929468,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.7,44011
Briggs Middle School,4.11167E+11,4111670,Springfield SD 19,Middle,14781.30111,509.9705475,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.65,44011
Centennial Elementary School,4.11167E+11,4111670,Springfield SD 19,Elementary,15219.85835,388.9883041,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.73,44011
Douglas Gardens Elementary School,4.11167E+11,4111670,Springfield SD 19,Elementary,15360.38154,363.9086913,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.954452044,44011
Elizabeth Page Elementary School,4.11167E+11,4111670,Springfield SD 19,Elementary,15334.83887,373.9993131,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.989974211,44011
